scheme_id,scheme_name,description,jurisdiction_type,state_code,category,annual_income_limit,occupations,social_categories,gender,age_min,age_max,is_portable,portability_type,source_dataset,source_file
CENTRAL_NA_national_aids_and_std_control_programme,National AIDS and STD Control Programme,,CENTRAL,,Demand No. 44,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_national_academic_depository,National Academic Depository,,CENTRAL,,Demand No. 25,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_national_action_plan_for_skill_development_of_persons_with_disabilities,National Action Plan for Skill Development of Persons with Disabilities,"The National Action Plan for Skill Development of Persons with Disabilities (NAP-SDP) is a dedicated skill development program aimed at providing high-quality vocational training with a focus on Persons with Disabilities (PwDs). Launched in March 2015 by the Department of Empowerment of Persons with Disabilities, Ministry of Social Justice & Empowerment, this Central Sector Scheme operates as part of the Umbrella Scheme SIPDA (Scheme for Implementation of the Rights of Persons with Disabilities Act). The primary objectives of this scheme are: To enhance the skills of Persons with Disabilities by providing quality vocational skill training, enabling them to gain meaningful employment. To empower PwDs to become self-reliant, productive, and contributing members of society.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_adaptation_fund,National Adaptation Fund,,CENTRAL,,Demand No. 27,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_national_agricultural_higher_education_project_eap,National Agricultural Higher Education Project (EAP),,CENTRAL,,Demand No. 2,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_national_agricultural_science_fund,National Agricultural Science Fund,,CENTRAL,,Demand No. 2,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_national_agriculture_insurance_scheme,National Agriculture Insurance Scheme,"The National Agriculture Insurance Scheme (NAIS) was introduced by the Government of India to provide comprehensive insurance coverage and financial support to farmers against crop losses due to natural calamities, pests, and diseases. The scheme promotes the stability of farm incomes and encourages farmers to adopt modern agricultural practices. ﻿ Key Features Coverage for food crops, oilseeds, and selected commercial/horticultural crops. Protection against crop loss due to natural calamities such as drought, flood, hailstorm, cyclone, pests, and diseases. Coverage for different stages of the crop life cycle: Sowing/planting risk. Standing crop losses. Post-harvest losses (due to specified perils). Losses due to localized risks like hailstorms and landslides. Subsidized premiums for small and marginal farmers. Availability of the scheme across notified areas and seasons. ﻿ Claim Process Reporting Losses: Inform the local agriculture office or insurer within 48 hours of the incident. Assessment : Loss assessment will be conducted by a joint team comprising local authorities and insurance company representatives. Claim Settlement: Upon verification, claims are directly transferred to the farmer’s bank account",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_agriculture_market,National Agriculture Market,"e-National Agriculture Market (e-NAM) is a pan-India electronic trading portal that networks the existing APMC/Mandis to create a unified national market for agricultural commodities. National Agriculture Market (e-NAM) is a pan-India electronic trading portal which networks the existing APMC/Mandis to create a unified national market for agricultural commodities. e-NAM a pan-India electronic trading portal was launched on 14th April 2016, by the Prime Minister of India, with the aim of networking the existing mandis on a common online market platform as “One Nation One Market” for agricultural commodities in India. Small Farmers Agribusiness Consortium (SFAC) is the lead agency for implementing e-NAM under the aegis of Ministry of Agriculture and Farmers’ Welfare, Government of India. e-NAM portal enables farmers to trade their produce through their nearby e-NAM mandis and facilitate traders to bid online from any location. e-NAM provides single window services for all Agricultural Produce Market Committee (APMC) related services and information. This includes commodity arrivals, quality assaying by Artificial Intelligence based Machines/Equipments, e-Bidding, e-payment settlement directly into farmers account, among other services. Horticulture Planning & Marketing Department, J&K initiated e-NAM by integrating 2-Mandis – Narwal (Jammu) & Parimpora (Srinagar) on e-NAM in May-2020 in first phase, and 9 more mandis in 2nd phase. Total 11 mandis of UT 0f J&K are integrated with eNAM as of now. ﻿ Objectives: To integrate markets first at the level of the States/UT and eventually across the Country through a common online market platform, to facilitate pan - India trade in agricultural commodities. To streamline marketing / transaction procedures and make them uniform across all markets to promote efficient functioning of the markets. To promote better marketing opportunities for farmers / sellers through online access to more buyers and markets, removal of information asymmetry between farmer and trader, better and real-time price discovery based on actual demand and supply of Agri commodities. To establish quality assaying systems for quality assurance, to promote informed bidding by buyers. To promote stable prices and availability of quality produce to consumers ﻿ ﻿",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_animal_disease_control_programme_for_foot_and_mouth_disease_fmd_and_brucellosis,National Animal Disease Control Programme for Foot and Mouth Disease (FMD) and Brucellosis,,CENTRAL,,Demand No. 42,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_national_apprenticeship_promotion_scheme_2,National Apprenticeship Promotion Scheme-2,"The Ministry of Skill Development and Entrepreneurship (MSDE) launched the National Apprenticeship Promotion Scheme (NAPS) on 19th August 2016 to provide financial incentives to the establishments engaging apprentice under the Apprentices Act, 1961. National Apprenticeship Promotion Scheme-2 (NAPS-2) aims to promote apprenticeship training in the country, by providing partial stipend support to the apprentices engaged under the Apprentice Act, 1961, undertaking capacity building of the apprenticeship ecosystem, and providing advocacy assistance to the stakeholders. It aims at improving ease of doing business by simplifying processes of apprenticeship engagement. NAPS-2 is a Central Sector Scheme (100% funded by the Central Government) and is one of the sub-components under the umbrella scheme of "" Skill India Programme ‟. The Ministry of Skill Development and Entrepreneurship (MSDE) is responsible for the overall regulation, management, and monitoring of NAPS-2. Objectives of the NAPS-2 scheme:- To develop skilled workforce for the economy by promotion of on-the-job experiential training. To encourage establishments to enroll apprentices by sharing partial stipend support to the apprentices. To provide up-skilling opportunities for candidates who have undergone short-term skill training offered by various Central and State Government initiatives. To encourage enrolment of apprentices in small establishments especially Micro, Small and Medium Enterprises (MSMEs), and those located in the underserved areas such as aspirational districts and North-East Region. Anticipated outcome of the scheme:- MSDE aims to train 46 lakh apprentices from FY2022-23 to FY2025-26. The scheme envisages greater promotion of apprenticeship in India and assisting stakeholders through various measures for accelerating the performance of Approved apprenticeship. Other important key facts:- To enhance and track the conversion of apprentices to employment, apprentices, on successful completion of their training, will be provided with a provision of quick registration on the National Career Service (NCS) portal of Ministry of Labour and Employment. To boost apprenticeship engagement in the ever-growing infrastructure sector, NAPS-2 will be linked to flagship Government infrastructure programs via platforms such as Gati Shakti. Innovative models to preserve and upgrade existing apprenticeship systems in the informal economy, with a focus on craftsman, artisans, traditional skills, etc., will be taken up under NAPS-2.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_automotive_testing_and_research_and_development_infrastructure_project_natrip,National Automotive Testing and Research and Development Infrastructure Project (NATRIP),,CENTRAL,,Demand No. 46,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_best_district_panchayat_in_providing_services_and_facilities_to_senior_citizens,National Award For Senior Citizens (Vayoshreshtha Samman): Best District Panchayat In Providing Services And Facilities To Senior Citizens,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Best District Panchayat in Providing Services and Facilities to Senior Citizens"" award shall be given to the district Panchayats, which have done outstanding work for senior citizens. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The total number of Awardees is 15 (Fifteen). The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_best_private_sector_organisation_in_promoting_the_wellbeing_and_welfare_of_senior_citizens,National Award For Senior Citizens (Vayoshreshtha Samman): Best Private Sector Organisation In Promoting The Wellbeing And Welfare Of Senior Citizens,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Best Private Sector Organisation in Promoting the Wellbeing and Welfare of Senior Citizens"" award shall be given to the Corporate Houses, addressing the problems of the elderly either by providing them gainful employment, utilising their skills and experience to the benefit of society or creating infrastructure in geriatric medical care or any other similar step for the benefit of senior citizens as a community. The activities taken for the benefit of senior citizens should be away from the mainline business of the organization. ﻿ A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The total number of Awardees is 15 (Fifteen). The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_best_public_sector_organisation_in_promoting_the_wellbeing_and_welfare_of_senior_citizens,National Award For Senior Citizens (Vayoshreshtha Samman): Best Public Sector Organisation In Promoting The Wellbeing And Welfare Of Senior Citizens,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Best Private Sector Organisation in Promoting the Wellbeing and Welfare of Senior Citizens"" award shall be given to the Public Sector Undertakings Undertaking Service to the Community Through Activities Under Corporate Social Responsibility and Also Through Programmes for Retired Employees. The activities taken for the benefit of senior citizens should be away from the mainline business of the organization. ﻿ A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The total number of Awardees is 15 (Fifteen). The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_best_state_in_implementing_the_maintenance_and_welfare_of_parents_and_senior_citizens_act_2007_and_providing_services_and_facilities_to_senior_citizens,"National Award For Senior Citizens (Vayoshreshtha Samman): Best State In Implementing The Maintenance And Welfare Of Parents And Senior Citizens Act, 2007, And Providing Services And Facilities To Senior Citizens","Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Best State in Implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and Providing Services and Facilities to Senior Citizens"" award shall be given to the State or Union Territory which has taken the lead in implementing various provisions of the Act and has the highest percentage of settlement of claims of maintenance or best security programme for the elderly. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The total number of Awardees is 15 (Fifteen). The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_centenarian,National Award For Senior Citizens (Vayoshreshtha Samman): Centenarian,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Centenarian Award"" is conferred to renowned individuals who are above ninety years and are still physically active, independent and contributing to society. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_lifetime_achievement,National Award For Senior Citizens (Vayoshreshtha Samman): Lifetime Achievement,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Lifetime Achievement Award"" is conferred to senior citizens, preferably above seventy years, who have worked in the field of ageing and made significant contributions in the field. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_best_institution_for_providing_services_to_senior_citizens_and_awareness_generation,National Award For Senior Citizens (vayoshreshtha Samman): Best Institution For Providing Services To Senior Citizens And Awareness Generation,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Best Institution for Providing Services to Senior Citizens and Awareness Generation"" award shall be given to institutions with a record of providing services to the elderly, especially indigent senior citizens. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The total number of Awardees is 15 (Fifteen). The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_best_institution_for_research_in_the_field_of_ageing,National Award For Senior Citizens (vayoshreshtha Samman): Best Institution For Research In The Field Of Ageing,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Best Institution for Research in the Field of Ageing"" award shall be given to institutions with a record of outstanding work in research and dissemination of knowledge in the field of ageing. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The total number of Awardees is 15 (Fifteen). The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_best_urban_local_body_in_providing_services_and_facilities_to_senior_citizens,National Award For Senior Citizens (vayoshreshtha Samman): Best Urban Local Body In Providing Services And Facilities To Senior Citizens,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Best Urban Local Body in Providing Services and Facilities to Senior Citizens"" award shall be given to municipal bodies, which have done outstanding work for senior citizens. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The total number of Awardees is 15 (Fifteen). The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_courage_bravery,National Award For Senior Citizens (vayoshreshtha Samman): Courage & Bravery,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Courage & Bravery"" award shall be given to senior citizens who have displayed extraordinary courage in the face of grave danger.  A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_creative_art,National Award For Senior Citizens (vayoshreshtha Samman): Creative Art,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Creative Art"" award is conferred to winners of National or international acclaim for their contribution to literature, theatre, cinema, music, dance, painting, sculpture, photography, etc. and who continue to be active in their field well into their old age. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_iconic_mother,National Award For Senior Citizens (vayoshreshtha Samman): Iconic Mother,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Iconic Mother Award"" is conferred to the women senior citizens who in the face of great odds, brought up their children and supported them in being high achievers in the field of their choice. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The Awards are given across 13 categories: 07 categories of Institutional type and 06 categories of individual type. ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_for_senior_citizens_vayoshreshtha_samman_sports_and_adventure,National Award For Senior Citizens (vayoshreshtha Samman): Sports And Adventure,"Every year, the Department of Social Justice and Empowerment, Government of India confers the ""National Award for Senior Citizens (Vayoshreshtha Samman)"" to the eminent and outstanding senior citizens and institutions/organizations involved in rendering distinguished service for the cause of elderly persons, especially indigent senior citizens. The awards are conferred on 1st October every year by the Hon’ble President of India at Vigyan Bhawan, New Delhi. The ""Vayoshreshtha Samman: Sports and Adventure"" award shall be given to senior citizens who have won international acclaim and who continue to contribute in the field of sports and adventure. A total of 11 awards are given along with a Certificate, a Memento and also Cash Award. The Awards are given across 13 categories: ﻿ INSTITUTIONAL CATEGORY Best Institution for Research in the field of Ageing Best Institution for providing services to Senior Citizens and Awareness Generation Best District Panchayat in providing services and facilities to Senior Citizens Best Urban Local Body in providing services and facilities to Senior Citizens Best State in implementing the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, and providing services and facilities to Senior Citizens Best Private Sector Organisation in promoting the well-being and welfare of Senior Citizens Best Public Sector Organisation in promoting the well-being and welfare of Senior Citizens ﻿  INDIVIDUAL CATEGORY Centenarian Iconic Mother Lifetime Achievement Creative Art Sports and Adventure (one each for Male and Female) Courage & Bravery (one each for Male and Female)",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_national_award_to_teachers,National Award to Teachers,,CENTRAL,,Demand No. 24,,,,,0,200,True,FULLY_PORTABLE,mrsumitjha_central,CenterSectorScheme2021-22.csv
